Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BbAvH;BbAvD;BbAvA;BbAv>2.5;BbAv<2.5;BbAvAHH;BbAvAHA
SP1;07/03/1999;Alaves;Mallorca;2;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;07/03/1999;Celta;Betis;4;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;07/03/1999;Espanol;Valladolid;0;2;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;07/03/1999;Extremadura;Santander;0;3;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;07/03/1999;Real Madrid;Zaragoza;3;2;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;07/03/1999;Salamanca;Barcelona;1;4;A;0;3;A;;;;;;;;;;;;;;;;;;;;;;
SP1;07/03/1999;Sociedad;Villareal;1;1;D;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;07/03/1999;Tenerife;Ath Madrid;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;07/03/1999;Valencia;Ath Bilbao;4;1;H;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;13/03/1999;Ath Madrid;Mallorca;1;2;A;1;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;13/03/1999;Betis;Valencia;0;1;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;13/03/1999;Santander;Real Madrid;1;3;A;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;13/03/1999;Zaragoza;Celta;0;1;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;14/03/1999;Ath Bilbao;Salamanca;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;14/03/1999;Barcelona;Espanol;3;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;14/03/1999;Extremadura;Alaves;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;14/03/1999;La Coruna;Tenerife;2;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;14/03/1999;Valladolid;Sociedad;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;14/03/1999;Villareal;Oviedo;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;20/03/1999;Espanol;Ath Bilbao;1;1;D;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;21/03/1999;Alaves;Ath Madrid;2;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;21/03/1999;Celta;Santander;3;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;21/03/1999;Mallorca;La Coruna;1;2;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;21/03/1999;Oviedo;Valladolid;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;21/03/1999;Real Madrid;Extremadura;2;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;21/03/1999;Salamanca;Betis;1;3;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;21/03/1999;Sociedad;Barcelona;0;2;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;21/03/1999;Tenerife;Villareal;2;2;D;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;21/03/1999;Valencia;Zaragoza;1;1;D;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;03/04/1999;La Coruna;Ath Madrid;1;1;D;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;03/04/1999;Santander;Valencia;0;1;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;04/04/1999;Ath Bilbao;Sociedad;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;04/04/1999;Barcelona;Oviedo;3;1;H;2;1;H;;;;;;;;;;;;;;;;;;;;;;
SP1;04/04/1999;Betis;Espanol;0;1;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;04/04/1999;Extremadura;Celta;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;04/04/1999;Real Madrid;Alaves;3;2;H;1;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;04/04/1999;Valladolid;Tenerife;2;1;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;04/04/1999;Villareal;Mallorca;0;2;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;04/04/1999;Zaragoza;Salamanca;2;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;10/04/1999;Tenerife;Barcelona;2;3;A;1;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;11/04/1999;Alaves;La Coruna;2;1;H;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;11/04/1999;Ath Madrid;Villareal;2;2;D;0;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;11/04/1999;Celta;Real Madrid;5;1;H;4;1;H;;;;;;;;;;;;;;;;;;;;;;
SP1;11/04/1999;Espanol;Zaragoza;2;1;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;11/04/1999;Mallorca;Valladolid;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;11/04/1999;Oviedo;Ath Bilbao;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;11/04/1999;Salamanca;Santander;1;2;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;11/04/1999;Sociedad;Betis;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;11/04/1999;Valencia;Extremadura;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;17/04/1999;Barcelona;Mallorca;2;1;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;17/04/1999;Valladolid;Ath Madrid;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;18/04/1999;Ath Bilbao;Tenerife;2;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;18/04/1999;Betis;Oviedo;5;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;18/04/1999;Celta;Alaves;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;18/04/1999;Extremadura;Salamanca;1;1;D;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;18/04/1999;Real Madrid;Valencia;3;1;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;18/04/1999;Santander;Espanol;0;2;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;18/04/1999;Villareal;La Coruna;1;2;A;0;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;18/04/1999;Zaragoza;Sociedad;1;1;D;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;24/04/1999;Valencia;Celta;2;2;D;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;25/04/1999;Alaves;Villareal;2;1;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;25/04/1999;Ath Madrid;Barcelona;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;25/04/1999;Espanol;Extremadura;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;25/04/1999;La Coruna;Valladolid;3;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;25/04/1999;Mallorca;Ath Bilbao;6;1;H;3;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;25/04/1999;Oviedo;Zaragoza;1;2;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;25/04/1999;Salamanca;Real Madrid;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;25/04/1999;Sociedad;Santander;2;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;25/04/1999;Tenerife;Betis;3;2;H;1;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;01/05/1999;Real Madrid;Espanol;2;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;01/05/1999;Valencia;Alaves;5;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;02/05/1999;Ath Bilbao;Ath Madrid;1;2;A;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;02/05/1999;Barcelona;La Coruna;4;0;H;3;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;02/05/1999;Betis;Mallorca;1;3;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;02/05/1999;Celta;Salamanca;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;02/05/1999;Extremadura;Sociedad;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;02/05/1999;Santander;Oviedo;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;02/05/1999;Valladolid;Villareal;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;02/05/1999;Zaragoza;Tenerife;3;1;H;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;08/05/1999;Sociedad;Real Madrid;3;2;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;09/05/1999;Alaves;Valladolid;2;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;09/05/1999;Ath Madrid;Betis;2;3;A;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;09/05/1999;Espanol;Celta;3;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;09/05/1999;La Coruna;Ath Bilbao;1;1;D;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;09/05/1999;Mallorca;Zaragoza;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;09/05/1999;Oviedo;Extremadura;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;09/05/1999;Salamanca;Valencia;0;1;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;09/05/1999;Tenerife;Santander;2;2;D;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;09/05/1999;Villareal;Barcelona;2;3;A;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;14/05/1999;Santander;Mallorca;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;15/05/1999;Barcelona;Valladolid;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;16/05/1999;Ath Bilbao;Villareal;2;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;16/05/1999;Betis;La Coruna;0;3;A;0;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;16/05/1999;Celta;Sociedad;2;2;D;1;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;16/05/1999;Extremadura;Tenerife;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;16/05/1999;Real Madrid;Oviedo;2;1;H;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;16/05/1999;Salamanca;Alaves;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;16/05/1999;Valencia;Espanol;1;2;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;16/05/1999;Zaragoza;Ath Madrid;2;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;22/05/1999;Alaves;Barcelona;1;4;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;23/05/1999;Ath Madrid;Santander;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;23/05/1999;Espanol;Salamanca;4;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;23/05/1999;La Coruna;Zaragoza;2;1;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;23/05/1999;Mallorca;Extremadura;2;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;23/05/1999;Oviedo;Celta;1;3;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;23/05/1999;Sociedad;Valencia;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;23/05/1999;Tenerife;Real Madrid;2;3;A;0;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;23/05/1999;Valladolid;Ath Bilbao;0;3;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;23/05/1999;Villareal;Betis;3;4;A;1;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;29/05/1999;Ath Bilbao;Barcelona;1;3;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;29/05/1999;Valencia;Oviedo;3;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;30/05/1999;Betis;Valladolid;2;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;30/05/1999;Celta;Tenerife;2;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;30/05/1999;Espanol;Alaves;3;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;30/05/1999;Extremadura;Ath Madrid;2;1;H;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;30/05/1999;Real Madrid;Mallorca;2;1;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;30/05/1999;Salamanca;Sociedad;0;1;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;30/05/1999;Santander;La Coruna;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;30/05/1999;Zaragoza;Villareal;4;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;12/06/1999;Ath Madrid;Real Madrid;3;1;H;2;1;H;;;;;;;;;;;;;;;;;;;;;;
SP1;12/06/1999;La Coruna;Extremadura;1;1;D;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;12/06/1999;Valladolid;Zaragoza;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;13/06/1999;Ath Bilbao;Alaves;5;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;13/06/1999;Barcelona;Betis;4;1;H;3;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;13/06/1999;Mallorca;Celta;2;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;13/06/1999;Oviedo;Salamanca;3;2;H;1;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;13/06/1999;Sociedad;Espanol;1;2;A;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;13/06/1999;Tenerife;Valencia;3;2;H;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;13/06/1999;Villareal;Santander;3;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;19/06/1999;Salamanca;Tenerife;1;2;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;19/06/1999;Santander;Valladolid;0;2;A;0;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;20/06/1999;Alaves;Sociedad;2;1;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;20/06/1999;Betis;Ath Bilbao;1;4;A;0;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;20/06/1999;Celta;Ath Madrid;0;1;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;20/06/1999;Espanol;Oviedo;2;1;H;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;20/06/1999;Extremadura;Villareal;2;2;D;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;20/06/1999;Real Madrid;La Coruna;3;1;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;20/06/1999;Valencia;Mallorca;3;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;20/06/1999;Zaragoza;Barcelona;2;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;21/08/1999;Ath Bilbao;Betis;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;21/08/1999;Mallorca;Real Madrid;1;2;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;21/08/1999;Valencia;Santander;1;2;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;22/08/1999;Ath Madrid;Vallecano;0;2;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;22/08/1999;Barcelona;Zaragoza;2;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;22/08/1999;La Coruna;Alaves;4;1;H;3;1;H;;;;;;;;;;;;;;;;;;;;;;
SP1;22/08/1999;Malaga;Espanol;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;22/08/1999;Numancia;Valladolid;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;22/08/1999;Oviedo;Celta;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;22/08/1999;Sevilla;Sociedad;2;2;D;2;1;H;;;;;;;;;;;;;;;;;;;;;;
SP1;28/08/1999;Sociedad;Ath Madrid;4;1;H;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;29/08/1999;Alaves;Malaga;2;1;H;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;29/08/1999;Betis;La Coruna;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;29/08/1999;Celta;Sevilla;2;1;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;29/08/1999;Espanol;Valencia;3;2;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;29/08/1999;Real Madrid;Numancia;4;1;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;29/08/1999;Santander;Barcelona;1;2;A;0;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;29/08/1999;Valladolid;Ath Bilbao;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;29/08/1999;Vallecano;Mallorca;2;1;H;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;29/08/1999;Zaragoza;Oviedo;4;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;11/09/1999;Barcelona;Espanol;3;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;11/09/1999;La Coruna;Valladolid;2;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;11/09/1999;Valencia;Alaves;0;2;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;12/09/1999;Ath Bilbao;Real Madrid;2;2;D;2;1;H;;;;;;;;;;;;;;;;;;;;;;
SP1;12/09/1999;Ath Madrid;Celta;1;2;A;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;12/09/1999;Malaga;Betis;3;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;12/09/1999;Mallorca;Numancia;3;0;H;3;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;12/09/1999;Oviedo;Santander;1;2;A;0;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;12/09/1999;Sevilla;Zaragoza;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;12/09/1999;Vallecano;Sociedad;2;1;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;18/09/1999;Alaves;Barcelona;2;1;H;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;18/09/1999;Betis;Valencia;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;18/09/1999;Espanol;Oviedo;2;1;H;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;18/09/1999;Real Madrid;La Coruna;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;18/09/1999;Valladolid;Malaga;4;2;H;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;19/09/1999;Celta;Vallecano;0;1;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;19/09/1999;Numancia;Ath Bilbao;1;1;D;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;19/09/1999;Santander;Sevilla;2;2;D;1;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;19/09/1999;Sociedad;Mallorca;2;1;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;19/09/1999;Zaragoza;Ath Madrid;1;1;D;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;25/09/1999;Barcelona;Betis;4;1;H;2;1;H;;;;;;;;;;;;;;;;;;;;;;
SP1;25/09/1999;Malaga;Real Madrid;1;1;D;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;25/09/1999;Sociedad;Celta;0;2;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;25/09/1999;Valencia;Valladolid;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1999;Ath Madrid;Santander;2;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1999;La Coruna;Numancia;0;2;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1999;Mallorca;Ath Bilbao;2;1;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1999;Oviedo;Alaves;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1999;Sevilla;Espanol;1;2;A;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1999;Vallecano;Zaragoza;0;1;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;02/10/1999;Numancia;Malaga;1;1;D;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;02/10/1999;Valladolid;Barcelona;0;2;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1999;Alaves;Sevilla;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1999;Ath Bilbao;La Coruna;2;3;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1999;Betis;Oviedo;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1999;Celta;Mallorca;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1999;Espanol;Ath Madrid;3;1;H;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1999;Real Madrid;Valencia;2;3;A;0;3;A;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1999;Santander;Vallecano;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1999;Zaragoza;Sociedad;2;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;11/10/1999;Ath Madrid;Alaves;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;12/10/1999;Malaga;Ath Bilbao;3;4;A;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;12/10/1999;Mallorca;La Coruna;2;2;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;12/10/1999;Sevilla;Betis;3;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;13/10/1999;Barcelona;Real Madrid;2;2;D;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;13/10/1999;Celta;Zaragoza;2;1;H;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;13/10/1999;Oviedo;Valladolid;1;1;D;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;13/10/1999;Sociedad;Santander;2;5;A;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;13/10/1999;Valencia;Numancia;4;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;13/10/1999;Vallecano;Espanol;2;1;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;16/10/1999;Ath Bilbao;Valencia;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;16/10/1999;La Coruna;Malaga;4;1;H;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;16/10/1999;Numancia;Barcelona;3;3;D;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;16/10/1999;Real Madrid;Oviedo;2;2;D;2;1;H;;;;;;;;;;;;;;;;;;;;;;
SP1;16/10/1999;Santander;Celta;3;0;H;3;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;17/10/1999;Alaves;Vallecano;0;1;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;17/10/1999;Betis;Ath Madrid;2;1;H;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;17/10/1999;Espanol;Sociedad;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;17/10/1999;Valladolid;Sevilla;2;1;H;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;17/10/1999;Zaragoza;Mallorca;3;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;23/10/1999;Barcelona;Ath Bilbao;4;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;23/10/1999;Sevilla;Real Madrid;1;1;D;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;23/10/1999;Valencia;La Coruna;2;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;24/10/1999;Ath Madrid;Valladolid;3;1;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;24/10/1999;Celta;Espanol;2;1;H;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;24/10/1999;Mallorca;Malaga;2;1;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;24/10/1999;Oviedo;Numancia;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;24/10/1999;Sociedad;Alaves;1;1;D;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;24/10/1999;Vallecano;Betis;1;3;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;24/10/1999;Zaragoza;Santander;4;1;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;30/10/1999;La Coruna;Barcelona;2;1;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;30/10/1999;Malaga;Valencia;1;1;D;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;30/10/1999;Real Madrid;Ath Madrid;1;3;A;1;3;A;;;;;;;;;;;;;;;;;;;;;;
SP1;31/10/1999;Alaves;Celta;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;31/10/1999;Ath Bilbao;Oviedo;1;1;D;1;1;D;;;;;;;;;;;;;;;;;;;;;;
SP1;31/10/1999;Betis;Sociedad;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;31/10/1999;Espanol;Zaragoza;1;1;D;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;31/10/1999;Numancia;Sevilla;2;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;31/10/1999;Santander;Mallorca;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;
SP1;31/10/1999;Valladolid;Vallecano;1;2;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;
SP1;06/11/1999;Vallecano;Real Madrid;2;3;A;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;07/11/1999;Ath Madrid;Numancia;2;2;D;2;0;H;;;;;;;;;;;;;;;;;;;;;;
SP1;07/11/1999;Barcelona;Malaga;1;2;A;1;2;A;;;;;;;;;;;;;;;;;;;;;;
SP1;07/11/1999;Celta;Betis;5;1;H;3;1;H;;;;;;;;;;;;;;;;;;;;;;
SP1;07/11/1999;Mallorca;Valencia;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;
